ncicId,Icd,Icd2,InconsistentFor,Sex,SexConsistency,LowerAgeLimit,UpperAgeLimit,AgeConsistency,RareDisease,PromptRare,UnderlyingCauseUse,PromptUc,NationalExtension,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments
1,"A000",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
2,"A001",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
3,"A009",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
4,"A010",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
5,"A011",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
6,"A012",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
7,"A013",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
8,"A014",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
9,"A020",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
10,"A021",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
11,"A022",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
12,"A028",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
13,"A029",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
14,"A030",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
15,"A031",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
16,"A032",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
17,"A033",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
18,"A038",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
19,"A039",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
20,"A040",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
21,"A041",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
22,"A042",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
23,"A043",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
24,"A044",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
25,"A045",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
26,"A046",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
27,"A047",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
28,"A048",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
29,"A049",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
30,"A050",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
31,"A051",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
32,"A052",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
33,"A053",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
34,"A054",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
35,"A058",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
36,"A059",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
37,"A060",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
38,"A061",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
39,"A062",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
40,"A063",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
41,"A064",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
42,"A065",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
43,"A066",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
44,"A067",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
45,"A068",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
46,"A069",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
47,"A070",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
48,"A071",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
49,"A072",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
50,"A073",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
51,"A078",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
52,"A079",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
53,"A080",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
54,"A081",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
55,"A082",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
56,"A083",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
57,"A084",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
58,"A085",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
59,"A090",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
60,"A099",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
61,"A150",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
62,"A151",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
63,"A152",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
64,"A153",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
65,"A154",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
66,"A155",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
67,"A156",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
68,"A157",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
69,"A158",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
70,"A159",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
71,"A160",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
72,"A161",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
73,"A162",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
74,"A163",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
75,"A164",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
76,"A165",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
77,"A167",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
78,"A168",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
79,"A169",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
80,"A170",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
81,"A171",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
82,"A178",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
83,"A179",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
84,"A180",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
85,"A181",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
86,"A182",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
87,"A183",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
88,"A184",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
89,"A185",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
90,"A186",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
91,"A187",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
92,"A188",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
93,"A190",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
94,"A191",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
95,"A192",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
96,"A198",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
97,"A199",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
98,"A200",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
99,"A201",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
100,"A202",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
101,"A203",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
102,"A207",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
103,"A208",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
104,"A209",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
105,"A210",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
106,"A211",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
107,"A212",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
108,"A213",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
109,"A217",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
110,"A218",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
111,"A219",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
112,"A220",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
113,"A221",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
114,"A222",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
115,"A227",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
116,"A228",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
117,"A229",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
118,"A230",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
119,"A231",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
120,"A232",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
121,"A233",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
122,"A238",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
123,"A239",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
124,"A240",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
125,"A241",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
126,"A242",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
127,"A243",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
128,"A244",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
129,"A250",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
130,"A251",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
131,"A259",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
132,"A260",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
133,"A267",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
134,"A268",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
135,"A269",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
136,"A270",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
137,"A278",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
138,"A279",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
139,"A280",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
140,"A281",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
141,"A282",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
142,"A288",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
143,"A289",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
144,"A300",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
145,"A301",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
146,"A302",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
147,"A303",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
148,"A304",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
149,"A305",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
150,"A308",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
151,"A309",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
152,"A310",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
153,"A311",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
154,"A318",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
155,"A319",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
156,"A320",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
157,"A321",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
158,"A327",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
159,"A328",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
160,"A329",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
161,"A33",,,"9","9","d000","y001","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
162,"A34",,,"F","M","y012","y055","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
163,"A35",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
164,"A360",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
165,"A361",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
166,"A362",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
167,"A363",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
168,"A368",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
169,"A369",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
170,"A370",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
171,"A371",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
172,"A378",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
173,"A379",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
174,"A38",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
175,"A390",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
176,"A391",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
177,"A392",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
178,"A393",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
179,"A394",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
180,"A395",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
181,"A398",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
182,"A399",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
183,"A400",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
184,"A401",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
185,"A402",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
186,"A403",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
187,"A408",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
188,"A409",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
189,"A410",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
190,"A411",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
191,"A412",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
192,"A413",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
193,"A414",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
194,"A415",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
195,"A418",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
196,"A419",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
197,"A420",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
198,"A421",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
199,"A422",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
200,"A427",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
201,"A428",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
202,"A429",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
203,"A430",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
204,"A431",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
205,"A438",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
206,"A439",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
207,"A440",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
208,"A441",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
209,"A448",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
210,"A449",,,"9","9","9999","9999","9","Y",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
211,"A46",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
212,"A480",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
213,"A481",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
214,"A482",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
215,"A483",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
216,"A484",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
217,"A488",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
218,"A490",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
219,"A491",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
220,"A492",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
221,"A493",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
222,"A498",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
223,"A499",,,"9","9","9999","9999","9","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
224,"A500",,,"9","9","d000","y002","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
225,"A501",,,"9","9","d000","y002","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
226,"A502",,,"9","9","d000","y002","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
227,"A503",,,"9","9","y002","y124","C","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
228,"A504",,,"9","9","y002","y124","C","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
229,"A505",,,"9","9","y002","y124","C","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
230,"A506",,,"9","9","y002","y124","C","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
231,"A507",,,"9","9","y002","y124","C","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
232,"A509",,,"9","9","y002","y124","C","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
233,"A510",,,"9","9","y015","y124","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
234,"A511",,,"9","9","y015","y124","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
235,"A512",,,"9","9","y015","y124","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
236,"A513",,,"9","9","y015","y124","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
237,"A514",,,"9","9","y015","y124","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
238,"A515",,,"9","9","y015","y124","M","N",,"Y",,0,2019,9999,"2018-09-14 00:00:00","Iris",,,
