Icd,Label,Asterisk,AffectedByInterval,AffectedByStatus,NationalExtension,ActionVar,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments
"V885","Person injured in collision between heavy transport vehicle and bus, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V886","Person injured in collision between railway train or railway vehicle and car, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V887","Person injured in collision between other specified motor vehicles, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V888","Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V889","Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V890","Person injured in unspecified motor-vehicle accident, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V891","Person injured in unspecified nonmotor-vehicle accident, nontraffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V892","Person injured in unspecified motor-vehicle accident, traffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V893","Person injured in unspecified nonmotor-vehicle accident, traffic",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V899","Person injured in unspecified vehicle accident",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V900","Accident to watercraft causing drowning and submersion: Merchant ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V901","Accident to watercraft causing drowning and submersion: Passenger ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V902","Accident to watercraft causing drowning and submersion: Fishing boat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V903","Accident to watercraft causing drowning and submersion: Other powered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V904","Accident to watercraft causing drowning and submersion: Sailboat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V905","Accident to watercraft causing drowning and submersion: Canoe or kayak",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V906","Accident to watercraft causing drowning and submersion: Inflatable craft (nonpowered)",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V907","Accident to watercraft causing drowning and submersion: Water-skis",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V908","Accident to watercraft causing drowning and submersion: Other unpowered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V909","Accident to watercraft causing drowning and submersion: Unspecified watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V910","Accident to watercraft causing other injury: Merchant ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V911","Accident to watercraft causing other injury: Passenger ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V912","Accident to watercraft causing other injury: Fishing boat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V913","Accident to watercraft causing other injury: Other powered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V914","Accident to watercraft causing other injury: Sailboat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V915","Accident to watercraft causing other injury: Canoe or kayak",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V916","Accident to watercraft causing other injury: Inflatable craft (nonpowered)",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V917","Accident to watercraft causing other injury: Water-skis",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V918","Accident to watercraft causing other injury: Other unpowered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V919","Accident to watercraft causing other injury: Unspecified watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V920","Water-transport-related drowning and submersion without accident to watercraft: Merchant ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V921","Water-transport-related drowning and submersion without accident to watercraft: Passenger ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V922","Water-transport-related drowning and submersion without accident to watercraft: Fishing boat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V923","Water-transport-related drowning and submersion without accident to watercraft: Other powered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V924","Water-transport-related drowning and submersion without accident to watercraft: Sailboat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V925","Water-transport-related drowning and submersion without accident to watercraft: Canoe or kayak",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V926","Water-transport-related drowning and submersion without accident to watercraft: Inflatable craft (nonpowered)",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V927","Water-transport-related drowning and submersion without accident to watercraft: Water-skis",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V928","Water-transport-related drowning and submersion without accident to watercraft: Other unpowered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V929","Water-transport-related drowning and submersion without accident to watercraft: Unspecified watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V930","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Merchant ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V931","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Passenger ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V932","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Fishing boat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V933","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Other powered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V934","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Sailboat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V935","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Canoe or kayak",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V936","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Inflatable craft (nonpowered)",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V937","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Water-skis",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V938","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Other unpowered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V939","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Unspecified watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V940","Other and unspecified water transport accidents: Merchant ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V941","Other and unspecified water transport accidents: Passenger ship",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V942","Other and unspecified water transport accidents: Fishing boat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V943","Other and unspecified water transport accidents: Other powered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V944","Other and unspecified water transport accidents: Sailboat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V945","Other and unspecified water transport accidents: Canoe or kayak",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V946","Other and unspecified water transport accidents: Inflatable craft (nonpowered)",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V947","Other and unspecified water transport accidents: Water-skis",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V948","Other and unspecified water transport accidents: Other unpowered watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V949","Other and unspecified water transport accidents: Unspecified watercraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V950","Helicopter accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V951","Ultralight, microlight or powered-glider accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V952","Accident to other private fixed-wing aircraft, injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V953","Accident to commercial fixed-wing aircraft, injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V954","Spacecraft accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V958","Other aircraft accidents injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V959","Unspecified aircraft accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V960","Balloon accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V961","Hang-glider accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V962","Glider (nonpowered) accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V968","Other nonpowered-aircraft accidents injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V969","Unspecified nonpowered-aircraft accident injuring occupant",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V970","Occupant of aircraft injured in other specified air transport accidents",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V971","Person injured while boarding or alighting from aircraft",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V972","Parachutist injured in air transport accident",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V973","Person on ground injured in air transport accident",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V978","Other air transport accidents, not elsewhere classified",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V98","Other specified transport accidents",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"V99","Unspecified transport accident",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W00","Fall on same level involving ice and snow",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W01","Fall on same level from slipping, tripping and stumbling",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W02","Fall involving ice-skates, skis, roller-skates or skateboards",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W03","Other fall on same level due to collision with, or pushing by, another person",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W04","Fall while being carried or supported by other persons",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W05","Fall involving wheelchair",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W06","Fall involving bed",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W07","Fall involving chair",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W08","Fall involving other furniture",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W09","Fall involving playground equipment",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W10","Fall on and from stairs and steps",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W11","Fall on and from ladder",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W12","Fall on and from scaffolding",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W13","Fall from, out of or through building or structure",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W14","Fall from tree",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W15","Fall from cliff",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W16","Diving or jumping into water causing injury other than drowning or submersion",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W17","Other fall from one level to another",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W18","Other fall on same level",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W19","Unspecified fall",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W20","Struck by thrown, projected or falling object",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W21","Striking against or struck by sports equipment",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W22","Striking against or struck by other objects",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W23","Caught, crushed, jammed or pinched in or between objects",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W24","Contact with lifting and transmission devices, not elsewhere classified",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W25","Contact with sharp glass",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W260","Contact with knife, sword or dagger",0,1,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W268","Contact with other sharp object(s), not elsewhere classified",0,1,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,
"W269","Contact with unspecified sharp object(s)",0,1,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,
"W27","Contact with nonpowered hand tool",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W28","Contact with powered lawnmower",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W29","Contact with other powered hand tools and household machinery",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W30","Contact with agricultural machinery",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W31","Contact with other and unspecified machinery",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W32","Handgun discharge",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W33","Rifle, shotgun and larger firearm discharge",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W34","Discharge from other and unspecified firearms",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W35","Explosion and rupture of boiler",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W36","Explosion and rupture of gas cylinder",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W37","Explosion and rupture of pressurized tyre, pipe or hose",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W38","Explosion and rupture of other specified pressurized devices",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W39","Discharge of firework",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W40","Explosion of other materials",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W41","Exposure to high-pressure jet",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W42","Exposure to noise",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W43","Exposure to vibration",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W44","Foreign body entering into or through eye or natural orifice",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W45","Foreign body or object entering through skin",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W46","Contact with hypodermic needle",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W49","Exposure to other and unspecified inanimate mechanical forces",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W50","Hit, struck, kicked, twisted, bitten or scratched by another person",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W51","Striking against or bumped into by another person",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W52","Crushed, pushed or stepped on by crowd or human stampede",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W53","Bitten by rat",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W54","Bitten or struck by dog",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W55","Bitten or struck by other mammals",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W56","Contact with marine animal",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W57","Bitten or stung by nonvenomous insect and other nonvenomous arthropods",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W58","Bitten or struck by crocodile or alligator",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W59","Bitten or crushed by other reptiles",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W60","Contact with plant thorns and spines and sharp leaves",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W64","Exposure to other and unspecified animate mechanical forces",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W65","Drowning and submersion while in bath-tub",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W66","Drowning and submersion following fall into bath-tub",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W67","Drowning and submersion while in swimming-pool",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W68","Drowning and submersion following fall into swimming-pool",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W69","Drowning and submersion while in natural water",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W70","Drowning and submersion following fall into natural water",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W73","Other specified drowning and submersion",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W74","Unspecified drowning and submersion",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W75","Accidental suffocation and strangulation in bed",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W76","Other accidental hanging and strangulation",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W77","Threat to breathing due to cave-in, falling earth and other substances",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W78","Inhalation of gastric contents",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W79","Inhalation and ingestion of food causing obstruction of respiratory tract",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W80","Inhalation and ingestion of other objects causing obstruction of respiratory tract",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W81","Confined to or trapped in a low-oxygen environment",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W83","Other specified threats to breathing",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W84","Unspecified threat to breathing",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W85","Exposure to electric transmission lines",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W86","Exposure to other specified electric current",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W87","Exposure to unspecified electric current",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W88","Exposure to ionizing radiation",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W89","Exposure to man-made visible and ultraviolet light",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W90","Exposure to other nonionizing radiation",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W91","Exposure to unspecified type of radiation",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W92","Exposure to excessive heat of man-made origin",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W93","Exposure to excessive cold of man-made origin",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W94","Exposure to high and low air pressure and changes in air pressure",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"W99","Exposure to other and unspecified man-made environmental factors",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X00","Exposure to uncontrolled fire in building or structure",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X01","Exposure to uncontrolled fire, not in building or structure",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X02","Exposure to controlled fire in building or structure",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X03","Exposure to controlled fire, not in building or structure",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X04","Exposure to ignition of highly flammable material",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X05","Exposure to ignition or melting of nightwear",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X06","Exposure to ignition or melting of other clothing and apparel",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X08","Exposure to other specified smoke, fire and flames",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
"X09","Exposure to unspecified smoke, fire and flames",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,"AffByDur added 2008-12-16"
