Icd,Label,Asterisk,AffectedByInterval,AffectedByStatus,NationalExtension,ActionVar,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments
"E039","Hypothyroidism, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E0390","Hypothyroidism, advanced, grave, severe or similar",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E0399","Hypothyroidism, not described as advanced, grave, severe or similar",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E040","Nontoxic diffuse goitre",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E041","Nontoxic single thyroid nodule",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E042","Nontoxic multinodular goitre",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E048","Other specified nontoxic goitre",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E049","Nontoxic goitre, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E050","Thyrotoxicosis with diffuse goitre",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E051","Thyrotoxicosis with toxic single thyroid nodule",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E052","Thyrotoxicosis with toxic multinodular goitre",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E053","Thyrotoxicosis from ectopic thyroid tissue",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E054","Thyrotoxicosis factitia",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E055","Thyroid crisis or storm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E058","Other thyrotoxicosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E059","Thyrotoxicosis, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E060","Acute thyroiditis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E061","Subacute thyroiditis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E062","Chronic thyroiditis with transient thyrotoxicosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E063","Autoimmune thyroiditis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E064","Drug-induced thyroiditis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E065","Other chronic thyroiditis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E069","Thyroiditis, unspecified",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E070","Hypersecretion of calcitonin",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E071","Dyshormogenetic goitre",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E078","Other specified disorders of thyroid",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E079","Disorder of thyroid, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E100","Type 1 diabetes mellitus: With coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E101","Type 1 diabetes mellitus: With ketoacidosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E102","Type 1 diabetes mellitus: With renal complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E103","Type 1 diabetes mellitus: With ophthalmic complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E104","Type 1 diabetes mellitus: With neurological complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E105","Type 1 diabetes mellitus: With peripheral circulatory complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E106","Type 1 diabetes mellitus: With other specified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E107","Type 1 diabetes mellitus: With multiple complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E108","Type 1 diabetes mellitus: With unspecified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E109","Type 1 diabetes mellitus: Without complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E110","Type 2 diabetes mellitus: With coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E111","Type 2 diabetes mellitus: With ketoacidosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E112","Type 2 diabetes mellitus: With renal complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E113","Type 2 diabetes mellitus: With ophthalmic complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E114","Type 2 diabetes mellitus: With neurological complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E115","Type 2 diabetes mellitus: With peripheral circulatory complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E116","Type 2 diabetes mellitus: With other specified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E117","Type 2 diabetes mellitus: With multiple complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E118","Type 2 diabetes mellitus: With unspecified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E119","Type 2 diabetes mellitus: Without complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E120","Malnutrition-related diabetes mellitus: With coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E121","Malnutrition-related diabetes mellitus: With ketoacidosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E122","Malnutrition-related diabetes mellitus: With renal complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E123","Malnutrition-related diabetes mellitus: With ophthalmic complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E124","Malnutrition-related diabetes mellitus: With neurological complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E125","Malnutrition-related diabetes mellitus: With peripheral circulatory complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E126","Malnutrition-related diabetes mellitus: With other specified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E127","Malnutrition-related diabetes mellitus: With multiple complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E128","Malnutrition-related diabetes mellitus: With unspecified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E129","Malnutrition-related diabetes mellitus: Without complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E130","Other specified diabetes mellitus: With coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E131","Other specified diabetes mellitus: With ketoacidosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E132","Other specified diabetes mellitus: With renal complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E133","Other specified diabetes mellitus: With ophthalmic complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E134","Other specified diabetes mellitus: With neurological complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E135","Other specified diabetes mellitus: With peripheral circulatory complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E136","Other specified diabetes mellitus: With other specified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E137","Other specified diabetes mellitus: With multiple complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E138","Other specified diabetes mellitus: With unspecified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E139","Other specified diabetes mellitus: Without complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E140","Unspecified diabetes mellitus: With coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E141","Unspecified diabetes mellitus: With ketoacidosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E142","Unspecified diabetes mellitus: With renal complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E143","Unspecified diabetes mellitus: With ophthalmic complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E144","Unspecified diabetes mellitus: With neurological complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E145","Unspecified diabetes mellitus: With peripheral circulatory complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E146","Unspecified diabetes mellitus: With other specified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E147","Unspecified diabetes mellitus: With multiple complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E148","Unspecified diabetes mellitus: With unspecified complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E149","Unspecified diabetes mellitus: Without complications",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E15","Nondiabetic hypoglycaemic coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E160","Drug-induced hypoglycaemia without coma",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E161","Other hypoglycaemia",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E162","Hypoglycaemia, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E163","Increased secretion of glucagon",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E164","Abnormal secretion of gastrin",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E168","Other specified disorders of pancreatic internal secretion",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E169","Disorder of pancreatic internal secretion, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E200","Idiopathic hypoparathyroidism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E201","Pseudohypoparathyroidism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E208","Other hypoparathyroidism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E209","Hypoparathyroidism, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E210","Primary hyperparathyroidism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E211","Secondary hyperparathyroidism, not elsewhere classified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E212","Other hyperparathyroidism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E213","Hyperparathyroidism, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E214","Other specified disorders of parathyroid gland",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E215","Disorder of parathyroid gland, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E220","Acromegaly and pituitary gigantism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E221","Hyperprolactinaemia",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E222","Syndrome of inappropriate secretion of antidiuretic hormone",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E228","Other hyperfunction of pituitary gland",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E229","Hyperfunction of pituitary gland, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E230","Hypopituitarism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E231","Drug-induced hypopituitarism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E232","Diabetes insipidus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E233","Hypothalamic dysfunction, not elsewhere classified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E236","Other disorders of pituitary gland",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E237","Disorder of pituitary gland, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E240","Pituitary-dependent Cushing disease",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E241","Nelson syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E242","Drug-induced Cushing syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E243","Ectopic ACTH syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E244","Alcohol-induced pseudo-Cushing syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E248","Other Cushing syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E249","Cushing syndrome, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E250","Congenital adrenogenital disorders associated with enzyme deficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E258","Other adrenogenital disorders",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E259","Adrenogenital disorder, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E260","Primary hyperaldosteronism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E261","Secondary hyperaldosteronism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E268","Other hyperaldosteronism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E269","Hyperaldosteronism, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E270","Other adrenocortical overactivity",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E271","Primary adrenocortical insufficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E272","Addisonian crisis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E273","Drug-induced adrenocortical insufficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E274","Other and unspecified adrenocortical insufficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E275","Adrenomedullary hyperfunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E278","Other specified disorders of adrenal gland",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E279","Disorder of adrenal gland, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E280","Ovarian dysfunction: Estrogen excess",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E281","Ovarian dysfunction: Androgen excess",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E282","Polycystic ovarian syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E283","Primary ovarian failure",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E288","Other ovarian dysfunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E289","Ovarian dysfunction, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E290","Testicular hyperfunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E291","Testicular hypofunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E298","Other testicular dysfunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E299","Testicular dysfunction, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E300","Delayed puberty",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E301","Precocious puberty",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E308","Other disorders of puberty",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E309","Disorder of puberty, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E310","Autoimmune polyglandular failure",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E311","Polyglandular hyperfunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E318","Other polyglandular dysfunction",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E319","Polyglandular dysfunction, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E320","Persistent hyperplasia of thymus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E321","Abscess of thymus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E328","Other diseases of thymus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E329","Disease of thymus, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E340","Carcinoid syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E341","Other hypersecretion of intestinal hormones",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E342","Ectopic hormone secretion, not elsewhere classified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E343","Short stature, not elsewhere classified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E344","Constitutional tall stature",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E345","Androgen resistance syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E348","Other specified endocrine disorders",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E349","Endocrine disorder, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E350","Disorders of thyroid gland in diseases classified elsewhere",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E351","Disorders of adrenal glands in diseases classified elsewhere",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E358","Disorders of other endocrine glands in diseases classified elsewhere",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E40","Kwashiorkor",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E41","Nutritional marasmus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E42","Marasmic kwashiorkor",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E43","Unspecified severe protein-energy malnutrition",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E440","Moderate protein-energy malnutrition",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E441","Mild protein-energy malnutrition",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E45","Retarded development following protein-energy malnutrition",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E46","Unspecified protein-energy malnutrition",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E500","Vitamin A deficiency with conjunctival xerosis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E501","Vitamin A deficiency with Bitot spot and conjunctival xerosis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E502","Vitamin A deficiency with corneal xerosis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E503","Vitamin A deficiency with corneal ulceration and xerosis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E504","Vitamin A deficiency with keratomalacia",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E505","Vitamin A deficiency with night blindness",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E506","Vitamin A deficiency with xerophthalmic scars of cornea",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E507","Other ocular manifestations of vitamin A deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E508","Other manifestations of vitamin A deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E509","Vitamin A deficiency, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E511","Beriberi",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E512","Wernicke encephalopathy",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E518","Other manifestations of thiamine deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E519","Thiamine deficiency, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E52","Niacin deficiency [pellagra]",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E530","Riboflavin deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E531","Pyridoxine deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E538","Deficiency of other specified B group vitamins",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E539","Vitamin B deficiency, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E54","Ascorbic acid deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E550","Rickets, active",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E559","Vitamin D deficiency, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E560","Deficiency of vitamin E",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E561","Deficiency of vitamin K",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E568","Deficiency of other vitamins",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E569","Vitamin deficiency, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E58","Dietary calcium deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E59","Dietary selenium deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E60","Dietary zinc deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E610","Copper deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E611","Iron deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E612","Magnesium deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E613","Manganese deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E614","Chromium deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E615","Molybdenum deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E616","Vanadium deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E617","Deficiency of multiple nutrient elements",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E618","Deficiency of other specified nutrient elements",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E619","Deficiency of nutrient element, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E630","Essential fatty acid [EFA] deficiency",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E631","Imbalance of constituents of food intake",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E638","Other specified nutritional deficiencies",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E639","Nutritional deficiency, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E640","Sequelae of protein-energy malnutrition",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E641","Sequelae of vitamin A deficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E642","Sequelae of vitamin C deficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E643","Sequelae of rickets",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E648","Sequelae of other nutritional deficiencies",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E649","Sequelae of unspecified nutritional deficiency",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E65","Localized adiposity",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E660","Obesity due to excess calories",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E661","Drug-induced obesity",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E662","Extreme obesity with alveolar hypoventilation",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E668","Other obesity",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E669","Obesity, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E670","Hypervitaminosis A",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E671","Hypercarotenaemia",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E672","Megavitamin-B6 syndrome",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E673","Hypervitaminosis D",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E678","Other specified hyperalimentation",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E68","Sequelae of hyperalimentation",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E700","Classical phenylketonuria",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E701","Other hyperphenylalaninaemias",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E702","Disorders of tyrosine metabolism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E703","Albinism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"E708","Other disorders of aromatic amino-acid metabolism",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
